IngestionId,Size,Cycle,molecule_count,x,y,z,cumulative_count,distance_rank_per_size,scaled,R,G,B
2027224563725,5,14,182,61.915684,-43.8397,-34.585163,1556,19,2.7832913,0.050980393,0.0,0.9490196
2027224563725,5,15,194,61.915684,-43.8397,-34.585163,1750,19,2.822457,0.050980393,0.0,0.9490196
2027224563725,5,16,54,61.915684,-43.8397,-34.585163,1804,19,2.8325872,0.050980393,0.0,0.9490196
2027224563725,5,17,87,61.915684,-43.8397,-34.585163,1891,19,2.848287,0.050980393,0.0,0.9490196
2027224563725,5,18,8,61.915684,-43.8397,-34.585163,1899,19,2.8496943,0.050980393,0.0,0.9490196
2027224563725,5,19,16,61.915684,-43.8397,-34.585163,1915,19,2.852491,0.050980393,0.0,0.9490196
2027224563725,5,20,8,61.915684,-43.8397,-34.585163,1923,19,2.8538806,0.050980393,0.0,0.9490196
2027224563725,5,21,2,61.915684,-43.8397,-34.585163,1925,19,2.854227,0.050980393,0.0,0.9490196
2027224563725,5,22,14,61.915684,-43.8397,-34.585163,1939,19,2.8566425,0.050980393,0.0,0.9490196
2027224563725,5,23,38,61.915684,-43.8397,-34.585163,1977,19,2.863112,0.050980393,0.0,0.9490196
2027224563725,5,24,12,61.915684,-43.8397,-34.585163,1989,19,2.865129,0.050980393,0.0,0.9490196
2027224563725,5,25,6,61.915684,-43.8397,-34.585163,1995,19,2.8661332,0.050980393,0.0,0.9490196
2027224563725,5,26,5,61.915684,-43.8397,-34.585163,2000,19,2.8669674,0.050980393,0.0,0.9490196
2027224563725,5,27,35,61.915684,-43.8397,-34.585163,2035,19,2.8727503,0.050980393,0.0,0.9490196
2027224563725,5,28,39,61.915684,-43.8397,-34.585163,2074,19,2.8790781,0.050980393,0.0,0.9490196
2027224563725,5,29,17,61.915684,-43.8397,-34.585163,2091,19,2.8817992,0.050980393,0.0,0.9490196
2027224563725,5,30,7,61.915684,-43.8397,-34.585163,2098,19,2.8829134,0.050980393,0.0,0.9490196
2027224563725,5,31,4,61.915684,-43.8397,-34.585163,2102,19,2.8835483,0.050980393,0.0,0.9490196
2027224563725,5,32,13,61.915684,-43.8397,-34.585163,2115,19,2.8856034,0.050980393,0.0,0.9490196
2027224563725,5,33,13,61.915684,-43.8397,-34.585163,2128,19,2.887646,0.050980393,0.0,0.9490196
2027224563725,5,34,35,61.915684,-43.8397,-34.585163,2163,19,2.8930838,0.050980393,0.0,0.9490196
2027224563725,5,35,33,61.915684,-43.8397,-34.585163,2196,19,2.898131,0.050980393,0.0,0.9490196
2027224563725,5,36,12,61.915684,-43.8397,-34.585163,2208,19,2.8999474,0.050980393,0.0,0.9490196
2027224563725,5,37,2,61.915684,-43.8397,-34.585163,2210,19,2.9002492,0.050980393,0.0,0.9490196
2027224563725,5,38,8,61.915684,-43.8397,-34.585163,2218,19,2.9014537,0.050980393,0.0,0.9490196
2027224563725,5,39,26,61.915684,-43.8397,-34.585163,2244,19,2.9053385,0.050980393,0.0,0.9490196
2027224563725,5,40,10,61.915684,-43.8397,-34.585163,2254,19,2.9068205,0.050980393,0.0,0.9490196
2826088480784,15,0,135,65.168,-43.524,-40.178,135,11,1.9684249,0.4509804,0.0,0.54901963
